well_id,well_cluster_id,gtm_type,reason_stop,start_date,end_date
12842,695Б,Увеличение F,по жидкости,2026-05-22 00:00:00,2026-06-01 00:00:00
11057С,4252Б,Увеличение F,остановлена,2026-05-28 00:00:00,05.08.2026
25300,847,Увеличение F,по жидкости,2026-05-22 00:00:00,2026-06-17 00:00:00
40616,2151,Увеличение F,по жидкости,2026-05-28 00:00:00,2026-06-28 00:00:00
779,489,Изменение режима работы ЦЭС,по обводнённости,2026-05-24 00:00:00,2026-05-26 00:00:00
11572,1852,Изменение режима работы ЦЭС,по обводнённости,2026-05-24 00:00:00,2026-06-10 00:00:00
38098,1665,Изменение режима работы ЦЭС,по жидкости,2026-05-22 00:00:00,23.07.2026
35672,1953,Изменение режима работы ЦЭС,смена ЭЦН,2026-06-01 00:00:00,2026-06-05 00:00:00
300,13,Изменение режима работы ЦЭС,смена ЭЦН,2026-05-24 00:00:00,2026-06-10 00:00:00
12180,27Е,Изменение режима работы ЦЭС,по жидкости,2026-05-24 00:00:00,2026-05-27 00:00:00
31206,1285,Изменение режима работы ЦЭС,по обводнённости,2026-05-26 00:00:00,2026-06-30 00:00:00
37023,1964,Изменение режима работы ЦЭС,по обводненности,2026-05-28 00:00:00,07.08.2026
12514,1109,Изменение режима работы ЦЭС,по обводнённости,2026-05-24 00:00:00,2026-06-11 00:00:00
31505,1307,Изменение режима работы ЦЭС,по жидкости,2026-05-22 00:00:00,2026-05-26 00:00:00
665,510,Изменение режима работы ЦЭС,по жидкости,2026-05-23 00:00:00,2026-06-24 00:00:00
16827,719,Изменение режима работы ЦЭС,по обводнённости,2026-05-22 00:00:00,2026-05-24 00:00:00
9854,751,Изменение режима работы ЦЭС,по обводнённости,2026-05-21 00:00:00,2026-06-27 00:00:00
30020,1455,Изменение режима работы ЦЭС,по жидкости,2026-05-29 00:00:00,2026-06-07 00:00:00
38617,3062,Изменение режима работы ЦЭС,по обводнённости,2026-05-28 00:00:00,2026-06-23 00:00:00
60018,4276,Изменение режима работы ЦЭС,по обводнённости,2026-05-28 00:00:00,2026-06-01 00:00:00
40604,710Б,Изменение режима работы ЦЭС,по жидкости,2026-05-30 00:00:00,2026-06-04 00:00:00
40355,710В,Изменение режима работы ЦЭС,по обводнённости,29..05.2026,2026-06-03 00:00:00
27327,743Б,Изменение режима работы ЦЭС,по обводнённости,2026-06-08 00:00:00,2026-06-19 00:00:00
15704,827,Изменение режима работы ЦЭС,"ОПЗ, ЦКР",2026-05-27 00:00:00,2026-05-31 00:00:00
15738,836,Изменение режима работы ЦЭС,по обводненности,2026-05-27 00:00:00,28.07.2026
43635,862,Изменение режима работы ЦЭС,остановлена,2026-05-24 00:00:00,02.08.2026
11220,837Б,Изменение режима работы ЦЭС,по жидкости,2026-05-27 00:00:00,2026-06-13 00:00:00
17580,1504,Изменение режима работы ЦЭС,ЦКР,2026-05-28 00:00:00,2026-06-16 00:00:00
40481,2046,Изменение режима работы ЦЭС,по жидкости,2026-05-25 00:00:00,2026-06-18 00:00:00
15891,884,Изменение режима работы ЦЭС,по жидкости,2026-06-18 00:00:00,2026-06-29 00:00:00
16332,919,Изменение режима работы ЦЭС,по обводнённости,2026-05-28 00:00:00,2026-06-21 00:00:00
7039,214,Установка ЧРП и изменение частоты,по обводненности,25.08.2026,29.08.2026
